channel_id_a,channel_id_b,shared_viewers,fractional_overlap,weighted_cosine
UC16NNFKodOsrgi0Nla5XPKg,UC1Lp8HbCqOPBMT1W_mjb21A,10,0.3517807,0.17429517209529877
UC16NNFKodOsrgi0Nla5XPKg,UC1PnX-pV16fUxhVbL81Ro9g,3,0.0892332,0.13984060287475586
UC16NNFKodOsrgi0Nla5XPKg,UC1pSncDXYrP1c6VWDGIGcNg,9,0.304901,0.1893935203552246
UC16NNFKodOsrgi0Nla5XPKg,UC1z_KW_4kppjwbRwpPdVnRg,7,0.2186434,0.13110233843326569
UC16NNFKodOsrgi0Nla5XPKg,UC2-biDVK0E3d_Rp6rYoh4cQ,6,0.19490416,0.13786901533603668
UC16NNFKodOsrgi0Nla5XPKg,UC25EBu6EIw7ZJmQPzPq5f4w,4,0.15244378,0.17417703568935394
UC16NNFKodOsrgi0Nla5XPKg,UC2A9bPIozUiYiXBbBdCF3eA,11,0.35664502,0.1552627831697464
UC16NNFKodOsrgi0Nla5XPKg,UC2CqX7vkULylI1B6q9tz0Hw,3,0.09821428,0.19722899794578552
UC16NNFKodOsrgi0Nla5XPKg,UC2H-PmX9pw7_AxSZ25RFGTw,3,0.11142859,0.15646086633205414
UC16NNFKodOsrgi0Nla5XPKg,UC2NQajHz-1eJrobTub1ZnSA,15,0.4853389,0.18373508751392365
UC16NNFKodOsrgi0Nla5XPKg,UC2l_FQ800uKs7TMYjay2Tsw,6,0.20130952,0.15932057797908783
UC16NNFKodOsrgi0Nla5XPKg,UC33M0W_11wa_eIUZd1d0SAQ,3,0.12107843,0.14962466061115265
UC16NNFKodOsrgi0Nla5XPKg,UC4khoc98iEkW-5p1h9iakgw,4,0.14960882,0.16230535507202148
UC16NNFKodOsrgi0Nla5XPKg,UC5QlcVQRgygvOaBN0O5__Og,3,0.10696429,0.17302767932415009
UC16NNFKodOsrgi0Nla5XPKg,UCGGsKQVinW2cgQL3YfufeKQ,4,0.18454334,0.1899435818195343
UC16bljMGmi9JYoyL5x9jLGg,UC1oPBUWifc0QOOY8DEKhLuQ,3,0.13849017,0.13648362457752228
UC16bljMGmi9JYoyL5x9jLGg,UC4gtGRAiS5msZfhEhdZO6hw,3,0.11081833,0.28029564023017883
UC16niRr50-MSBwiO3YDb3RA,UC1h483R01zEPVlMxAE2BOow,3,0.13148148,0.1388556808233261
UC16niRr50-MSBwiO3YDb3RA,UC2L7vR43LKuBXXV2AentEMw,3,0.12592593,0.25452765822410583
UC16niRr50-MSBwiO3YDb3RA,UC6cZRYwUPyvoeOOb0dqrAug,3,0.1877451,0.24161334335803986
UC16oMU-Ykq7Zm8JcgLWjzew,UC2aGNidfUAdJRRBmHqLjI-g,3,0.10414003,0.13506826758384705
UC16oMU-Ykq7Zm8JcgLWjzew,UC56lF6uAJTE0FvA0e8CQXbg,4,0.118560866,0.20221899449825287
UC17CyLKg9q0X1yu2rYX61Ww,UC1oPBUWifc0QOOY8DEKhLuQ,3,0.10603936,0.15196670591831207
UC17qqZ8hk0HkHLm3zj5bnyQ,UC1CmBZNCHu8Hq5gr7POCSIg,3,0.08527641,0.14389681816101074
UC17qqZ8hk0HkHLm3zj5bnyQ,UC1SvfAFIkNrLvz17isUO6sg,3,0.10789909,0.20225633680820465
UC17qqZ8hk0HkHLm3zj5bnyQ,UC1p2d2Fj7O9Kf0S7JmHhj-g,5,0.1379869,0.14820054173469543
UC17qqZ8hk0HkHLm3zj5bnyQ,UC1uHbAbleaXjfegbmFV9TVQ,9,0.28492558,0.1670360267162323
UC17qqZ8hk0HkHLm3zj5bnyQ,UC1zYGo1jIIjMVDTLL3dydow,3,0.13040936,0.15131518244743347
UC17qqZ8hk0HkHLm3zj5bnyQ,UC3bc4PNLgnBudG19N74Jjzw,6,0.19587377,0.1359262764453888
UC17qqZ8hk0HkHLm3zj5bnyQ,UC4PJ_OncfmJ1IEeqroBqOAg,3,0.10001457,0.16864529252052307
UC17qqZ8hk0HkHLm3zj5bnyQ,UC7BYJDxt7M3yddgHJAF4ZeA,3,0.11971153,0.21127711236476898
UC17s95XZ2Eow-pB0AudhSeA,UC1N2_2vCoyd3EvGcVuwTfmw,4,0.12834035,0.13087104260921478
UC18A5-KezRSqS9mV4TX4OlQ,UC1Hke7eX7zHfRO3sOK_bg7g,3,0.09174083,0.1556348204612732
UC18A5-KezRSqS9mV4TX4OlQ,UC2otzOMMLeJHZVwwyAQaA_w,3,0.11781608,0.15101422369480133
UC19k_7hqCBqCPupBlAPKOvw,UC3-1iYGHfR43q_b974vUNYg,3,0.11384863,0.14445731043815613
UC1A3FDXxms0u0vV5d7_dChQ,UC25f1FyMuKnMapFO5w98N_g,3,0.10380201,0.2384486049413681
UC1A9ZQaEIgU_zL6cGTIQW8g,UC1S2_rXnhdcLkiQAV0kwGIg,3,0.120182805,0.2794247269630432
UC1AF8AxkB-J1m2O4hNsLYwQ,UC1NoyV5DKqt8J1TeHib8bUg,3,0.10148809,0.2466750144958496
UC1AF8AxkB-J1m2O4hNsLYwQ,UC1pSncDXYrP1c6VWDGIGcNg,3,0.098015875,0.14115990698337555
UC1AtOYBE-rrvc2NytR1q_5A,UC1RG7m8FwFKgB3IpfN3ccew,3,0.10013138,0.19729046523571014
UC1AtOYBE-rrvc2NytR1q_5A,UC1ahId_-0jdVG0zrgbEIAzQ,3,0.10013138,0.155037984251976
UC1AtOYBE-rrvc2NytR1q_5A,UC2vQ-7IQJ75obTuTfDrpCyA,3,0.09197287,0.13531841337680817
UC1AtOYBE-rrvc2NytR1q_5A,UC3RmaroKqAi3LAVToGzzILA,3,0.09784946,0.12191346287727356
UC1AtOYBE-rrvc2NytR1q_5A,UC4XJFeGFaJjkwYKuKy2h0Sw,3,0.095894426,0.13152718544006348
UC1CJfkyVslTkE9yAAnHRRrA,UC1YCT9S8BFkXMYfOn6x0sgg,4,0.12372184,0.16232851147651672
UC1CJfkyVslTkE9yAAnHRRrA,UC1bmnUH1ffc63zohkPvtXcQ,4,0.15168767,0.12039756029844284
UC1CJfkyVslTkE9yAAnHRRrA,UC1nVq5-LTEdUVmr5FLfkd7A,3,0.10060607,0.138756662607193
UC1CmBZNCHu8Hq5gr7POCSIg,UC54sClWiSScAfSfts9Cmk0Q,3,0.09458875,0.20955005288124084
UC1CmBZNCHu8Hq5gr7POCSIg,UC55V_ihtpI2kc_E2GmLnUMQ,3,0.09458875,0.28252696990966797
UC1CzWN54chg7rzG7BBU2H2g,UC1bmnUH1ffc63zohkPvtXcQ,6,0.2551247,0.178353950381279
UC1DCedRgGHBdm81E1llLhOQ,UC1iA6_NT4mtAcIII6ygrvCw,4,0.13043441,0.2347029596567154
UC1DCedRgGHBdm81E1llLhOQ,UC1opHUrw8rvnsadT-iGp7Cg,6,0.22116542,0.37608054280281067
UC1DCedRgGHBdm81E1llLhOQ,UC1sBUU-y9FlHNukwsrR4bmA,3,0.111351565,0.3364185392856598
UC1DCedRgGHBdm81E1llLhOQ,UC1suqwovbL1kzsoaZgFZLKg,3,0.1330984,0.3678054213523865
UC1DCedRgGHBdm81E1llLhOQ,UC1uv2Oq6kNxgATlCiez59hw,3,0.091972865,0.30574655532836914
UC1DCedRgGHBdm81E1llLhOQ,UC1zFJrfEKvCixhsjNSb1toQ,3,0.11636829,0.26615872979164124
UC1DCedRgGHBdm81E1llLhOQ,UC2ak0cfMQ4zP3w_Fo-Zj-TA,4,0.15324733,0.1941431760787964
UC1DCedRgGHBdm81E1llLhOQ,UC3C3YOGFjn7Pq3lOCeUFHfg,3,0.10623932,0.2325018048286438
UC1DCedRgGHBdm81E1llLhOQ,UC4YaOt1yT-ZeyB0OmxHgolA,3,0.10195361,0.16351144015789032
UC1DCedRgGHBdm81E1llLhOQ,UC6SmH9mR82nj28_NNg_rZvA,3,0.1039272,0.13682451844215393
UC1DCedRgGHBdm81E1llLhOQ,UC6eWCld0KwmyHFbAqK3V-Rw,4,0.16088125,0.34603291749954224
UC1DqlLj1onQhBfxW81OgQTw,UC1tk9F5-MGXEq4LWnjmrtpA,3,0.14126986,0.15639549493789673
UC1DqlLj1onQhBfxW81OgQTw,UC1wu3wlRdRzCFLCO5vKp_nQ,3,0.10503129,0.12280923128128052
UC1DqlLj1onQhBfxW81OgQTw,UC25Ah0_XF2lOUwWV9VSfl2g,3,0.119047634,0.1325594037771225
UC1DqlLj1onQhBfxW81OgQTw,UC6AG81pAkf6Lbi_1VC5NmPA,5,0.21963775,0.12306931614875793
UC1E3mzS3dCj8pakB2tewfUg,UC1S31PbQRHVqGbe2mSwyQ6g,3,0.093613386,0.30975818634033203
UC1EJuu8uyNGl_6DetQ16U0g,UCDgLoYnv_7vLqjzww2XioZw,3,0.10000001,0.1782318502664566
UC1EVRR14B8PtgszWOwu1opA,UC1kS0UwEOoHpgzgnV_goVZQ,3,0.08980786,0.225073903799057
UC1EVRR14B8PtgszWOwu1opA,UC21f1t3X_sYMD28XclLNpUw,3,0.103485845,0.19731876254081726
UC1EVRR14B8PtgszWOwu1opA,UC4YaOt1yT-ZeyB0OmxHgolA,3,0.10989012,0.22426363825798035
UC1FQWQ3y3-e8l1pCtWhJt5A,UC1P6fv0uCNNTBQIWlhUVvaw,3,0.096841395,0.14006473124027252
UC1FQWQ3y3-e8l1pCtWhJt5A,UC1z2nYFeSleV9iKSSlc-afQ,3,0.09634921,0.12166436016559601
UC1FQWQ3y3-e8l1pCtWhJt5A,UC3k3RSFHemW5qjtp-X1TGZg,3,0.11490684,0.1444360464811325
UC1FQWQ3y3-e8l1pCtWhJt5A,UC4GXMHCwmONp6XFRB5SayAg,5,0.16563807,0.2581666111946106
UC1GMZewXvtZxV-Dyf7o0gPA,UC585dIe6lG9UOR-CyE24wmQ,3,0.099999994,0.15218281745910645
UC1GP1tLvu6bp9e69kn53GfA,UC2L2dBbBWuexPgOE4IdGu2g,3,0.14425191,0.13788162171840668
UC1H5dv45x2aFKk-6JZLSWIQ,UC1OR2YNQLZJYFdQjFrPWvVw,4,0.1303176,0.1273793876171112
UC1H5dv45x2aFKk-6JZLSWIQ,UC1tvFKTF1kzTcar_Qv_yW0w,3,0.09256357,0.21175538003444672
UC1H5dv45x2aFKk-6JZLSWIQ,UC1xd0cAOryAMTTG34joEgdg,3,0.08944762,0.13244299590587616
UC1H5dv45x2aFKk-6JZLSWIQ,UC2NujFa5X09CdV0YCntmQDg,3,0.09154316,0.13941143453121185
UC1H5dv45x2aFKk-6JZLSWIQ,UC2ak0cfMQ4zP3w_Fo-Zj-TA,5,0.17122315,0.14975260198116302
UC1H5dv45x2aFKk-6JZLSWIQ,UC3-G_k3qv0vsK9iBCldVd8Q,4,0.42671958,0.33156174421310425
UC1H5dv45x2aFKk-6JZLSWIQ,UC3vg17IZ1IV73xx069jG44w,6,0.23175651,0.1298040896654129
UC1H5dv45x2aFKk-6JZLSWIQ,UC49IcjbsspFVpukiVYN05Hg,3,0.11256109,0.1299930214881897
UC1H5dv45x2aFKk-6JZLSWIQ,UC4N9V8J-QDrNx7x1eDPE75A,3,0.118120134,0.15362055599689484
UC1H5dv45x2aFKk-6JZLSWIQ,UC4WCYBs0R6fABHwqnneUiEA,5,0.21146348,0.23673765361309052
UC1H5dv45x2aFKk-6JZLSWIQ,UC4zGMicoES8FZwkhiXXZThg,3,0.11168311,0.16070932149887085
UC1H5dv45x2aFKk-6JZLSWIQ,UC7BLsnWEPZwIMN5c8maF_nA,3,0.1004902,0.14294010400772095
UC1HZhN0HjriRUhqH7wGyRQg,UC1Lp8HbCqOPBMT1W_mjb21A,8,0.28957617,0.19640015065670013
UC1HZhN0HjriRUhqH7wGyRQg,UC1gHtxTKm_6ZE2_n__vRlwA,4,0.124114126,0.1455559879541397
UC1HZhN0HjriRUhqH7wGyRQg,UC1tk9F5-MGXEq4LWnjmrtpA,4,0.18761142,0.19798718392848969
UC1HZhN0HjriRUhqH7wGyRQg,UC2aGNidfUAdJRRBmHqLjI-g,4,0.1340346,0.1360154151916504
UC1Hke7eX7zHfRO3sOK_bg7g,UC1Lp8HbCqOPBMT1W_mjb21A,4,0.1618771,0.169092059135437
UC1Hke7eX7zHfRO3sOK_bg7g,UC1bt4jsQi5JDW9tR-qaI4lg,4,0.14021683,0.18864001333713531
UC1Hke7eX7zHfRO3sOK_bg7g,UC7LT6gRahCIBd5AO5MUl8dQ,3,0.13326818,0.15837004780769348
UC1HkjsJ0Ttu7vd5mhbJgd9g,UC4cVwSx4jdZszAcvrgJ4H-g,3,0.09012532,0.14198407530784607
UC1HkjsJ0Ttu7vd5mhbJgd9g,UC5Qgc-tEFmm5iQX5tUy6TyA,3,0.08583961,0.22455233335494995
UC1HmooRgf9QaSGm2HpkzYNA,UC2A9bPIozUiYiXBbBdCF3eA,3,0.09220779,0.14275453984737396
UC1HmooRgf9QaSGm2HpkzYNA,UC2NQajHz-1eJrobTub1ZnSA,3,0.09220779,0.12413828074932098
UC1J7Kx06xlz0Ed4Z7dT3I6g,UC1NciQ9_T2vwtI1oWuQSM-g,3,0.09615259,0.163584902882576
UC1J7Kx06xlz0Ed4Z7dT3I6g,UC1p2d2Fj7O9Kf0S7JmHhj-g,3,0.090964794,0.22274841368198395
UC1JMhM9TJT7yMLx8ZtbDO8g,UC1bmnUH1ffc63zohkPvtXcQ,5,0.21956533,0.12176574766635895
UC1JblLAuGsgpxjQjROHfwzQ,UC3IZKseVpdzPSBaWxBxundA,3,0.11771262,0.235643669962883
UC1KM0FPG8NvCWKRZURZZEfQ,UC1Q_aQ3PCjpuuKYeVq4lKAQ,3,0.094367094,0.13884343206882477
UC1KM0FPG8NvCWKRZURZZEfQ,UC1ax6Oh62fiv2Q7L51bSvYQ,3,0.09635994,0.14082005620002747
UC1KM0FPG8NvCWKRZURZZEfQ,UC21f1t3X_sYMD28XclLNpUw,3,0.11574074,0.19068877398967743
UC1KM0FPG8NvCWKRZURZZEfQ,UC4wMRvFkrG1H81EPDA0zsIg,3,0.116312735,0.13848601281642914
UC1KM0FPG8NvCWKRZURZZEfQ,UC6ylTkexHwwJo_22V35lx0A,3,0.10231232,0.14524447917938232
UC1KsyVFMu6Aq5x235IoalZQ,UC1bmnUH1ffc63zohkPvtXcQ,4,0.13085881,0.14126905798912048
UC1LF4Ti3XIB8yaL5_DP_azQ,UC1SvfAFIkNrLvz17isUO6sg,3,0.09508547,0.26255854964256287
UC1LF4Ti3XIB8yaL5_DP_azQ,UC2l_FQ800uKs7TMYjay2Tsw,3,0.09220779,0.13275940716266632
UC1Lp8HbCqOPBMT1W_mjb21A,UC1NciQ9_T2vwtI1oWuQSM-g,11,0.3578064,0.20667976140975952
UC1Lp8HbCqOPBMT1W_mjb21A,UC1PnX-pV16fUxhVbL81Ro9g,3,0.08576098,0.12848606705665588
UC1Lp8HbCqOPBMT1W_mjb21A,UC1ayVmK30NzErsWze--IozA,3,0.09128585,0.12153211981058121
UC1Lp8HbCqOPBMT1W_mjb21A,UC1bt4jsQi5JDW9tR-qaI4lg,7,0.25331396,0.15453532338142395
UC1Lp8HbCqOPBMT1W_mjb21A,UC2YCORq-wZiYSCMxLfn0Hjw,4,0.13924439,0.21450066566467285
UC1Lp8HbCqOPBMT1W_mjb21A,UC2tT2TQ8TDjX6ZVd12N_n5w,4,0.14972825,0.12562739849090576
UC1Lp8HbCqOPBMT1W_mjb21A,UC3hb-DiQCVlPLv3kgWVs-MQ,3,0.11342691,0.14247162640094757
UC1Lp8HbCqOPBMT1W_mjb21A,UC3p5OTQsMEnmZktWUkw_Y0A,8,0.35029763,0.17291198670864105
UC1Lp8HbCqOPBMT1W_mjb21A,UC40BxbSAaJVhMp-1XK6un8A,7,0.26220098,0.20861560106277466
UC1Lp8HbCqOPBMT1W_mjb21A,UC4YYMfsqUrejYXKnV--BydQ,5,0.1597148,0.12523949146270752
UC1Lp8HbCqOPBMT1W_mjb21A,UC5eCvFUhtBeKCiQXUx6CvFg,6,0.21091622,0.15644483268260956
UC1Lp8HbCqOPBMT1W_mjb21A,UC6vzXCyUFiz0wMF6aIe7Isg,4,0.19355318,0.16330407559871674
UC1Lp8HbCqOPBMT1W_mjb21A,UC7LT6gRahCIBd5AO5MUl8dQ,6,0.26347423,0.14197756350040436
UC1MF4QvvvNIpogR6eCcUHcA,UC2PFHY0nOOVyErB_s1P2iQA,3,0.09575014,0.1463702768087387
UC1N2_2vCoyd3EvGcVuwTfmw,UC2L2dBbBWuexPgOE4IdGu2g,8,0.3087742,0.12290428578853607
UC1N2_2vCoyd3EvGcVuwTfmw,UC2YCORq-wZiYSCMxLfn0Hjw,3,0.09053509,0.12048748880624771
UC1N2_2vCoyd3EvGcVuwTfmw,UC4N9V8J-QDrNx7x1eDPE75A,4,0.14542587,0.16157089173793793
UC1N2_2vCoyd3EvGcVuwTfmw,UC4Tklxku1yPcRIH0VVCKoeA,6,0.28795877,0.19189059734344482
UC1N2_2vCoyd3EvGcVuwTfmw,UC9I5l3CeCsxFdE0p0USWC9g,5,0.18256357,0.15523919463157654
UC1N2_2vCoyd3EvGcVuwTfmw,UCJOGhcQGkbDJXzXEk54Ro5g,3,0.14537036,0.120185986161232
UC1NciQ9_T2vwtI1oWuQSM-g,UC2A9bPIozUiYiXBbBdCF3eA,7,0.25834152,0.13111786544322968
UC1NciQ9_T2vwtI1oWuQSM-g,UC3p5OTQsMEnmZktWUkw_Y0A,7,0.2313347,0.1392533779144287
UC1NoyV5DKqt8J1TeHib8bUg,UC1pSncDXYrP1c6VWDGIGcNg,3,0.098015875,0.12315446883440018
UC1OR2YNQLZJYFdQjFrPWvVw,UC1oPBUWifc0QOOY8DEKhLuQ,5,0.175297,0.1535310596227646
UC1OR2YNQLZJYFdQjFrPWvVw,UC3vg17IZ1IV73xx069jG44w,3,0.11224283,0.12684763967990875
UC1OR2YNQLZJYFdQjFrPWvVw,UCB1dgsqLiEp57oDAyNV_vww,3,0.15743837,0.14728985726833344
UC1P6fv0uCNNTBQIWlhUVvaw,UC1WkFVOCTPdY782AJ1PZ-JQ,6,0.20411652,0.15663672983646393
UC1PnX-pV16fUxhVbL81Ro9g,UC2NQajHz-1eJrobTub1ZnSA,4,0.12769474,0.14617495238780975
UC1QgXt46-GEvtNjEC1paHnw,UC1zFJrfEKvCixhsjNSb1toQ,3,0.12050907,0.7040054202079773
UC1QgXt46-GEvtNjEC1paHnw,UC2OacIzd2UxGHRGhdHl1Rhw,3,0.12050907,0.7327772974967957
UC1S2_rXnhdcLkiQAV0kwGIg,UC2ctq8sYlRXDUmsg3cEvvHQ,4,0.15231016,0.145143523812294
UC1S31PbQRHVqGbe2mSwyQ6g,UC1xd0cAOryAMTTG34joEgdg,3,0.095894426,0.20653469860553741
UC1S31PbQRHVqGbe2mSwyQ6g,UC2otzOMMLeJHZVwwyAQaA_w,3,0.10725807,0.12452436983585358
UC1SqP7_RfOC9Jf9L_GRHANg,UC1VYb0EKcZuy9rG3q0VR57Q,3,0.106970325,0.3671301007270813
UC1TK5h3syFd9Z0_EbHCXvDw,UC1YCT9S8BFkXMYfOn6x0sgg,5,0.19876848,0.15090414881706238
UC1ToVxtUzre1zhpTVxsSh5Q,UC1bmnUH1ffc63zohkPvtXcQ,11,0.41214705,0.13498066365718842
UC1ToVxtUzre1zhpTVxsSh5Q,UC1nznQzS-aHtUaICqGy-4cg,4,0.15608673,0.18909332156181335
UC1ToVxtUzre1zhpTVxsSh5Q,UC3D2Id9EjpEiU2eXHe-Izlg,3,0.11559141,0.15141601860523224
UC1VQpKjn669uCTaP7zbnfFQ,UC1WkFVOCTPdY782AJ1PZ-JQ,4,0.13971561,0.13915865123271942
UC1WkFVOCTPdY782AJ1PZ-JQ,UC1bmnUH1ffc63zohkPvtXcQ,32,1.1661462,0.18815506994724274
UC1WkFVOCTPdY782AJ1PZ-JQ,UC1gHtxTKm_6ZE2_n__vRlwA,8,0.27933025,0.12375763803720474
UC1WkFVOCTPdY782AJ1PZ-JQ,UC1jcMLLLW72VwA1bUK1vT-w,5,0.17031406,0.12827467918395996
UC1WkFVOCTPdY782AJ1PZ-JQ,UC1pMU0_rKL0NrxZ6yi3FJ6Q,7,0.23706664,0.13521024584770203
UC1WkFVOCTPdY782AJ1PZ-JQ,UC1xUVJIbbM-PV5W0Cci6zuA,12,0.3747975,0.14570842683315277
UC1WkFVOCTPdY782AJ1PZ-JQ,UC2Efbgaug42OXz7nBzj1vLg,3,0.10718954,0.12188883870840073
UC1WkFVOCTPdY782AJ1PZ-JQ,UC2L2dBbBWuexPgOE4IdGu2g,16,0.54722273,0.1363852620124817
UC1WkFVOCTPdY782AJ1PZ-JQ,UC2NQajHz-1eJrobTub1ZnSA,17,0.6374132,0.12478973716497421
UC1WkFVOCTPdY782AJ1PZ-JQ,UC2pzkaY9mpwulNgNyIw4VvA,3,0.16904762,0.1381586790084839
UC1WkFVOCTPdY782AJ1PZ-JQ,UC2vi2elY5r_NiMMar423Xwg,20,0.68187606,0.14081571996212006
UC1WkFVOCTPdY782AJ1PZ-JQ,UC3-1iYGHfR43q_b974vUNYg,18,0.632235,0.13218627870082855
UC1WkFVOCTPdY782AJ1PZ-JQ,UC31OqQ0FKHo_cvfiLXJ4mHg,7,0.29488793,0.1338045299053192
UC1WkFVOCTPdY782AJ1PZ-JQ,UC4G9FaiM7C4us3WL4jQdQ5A,14,0.46991378,0.12573660910129547
UC1WkFVOCTPdY782AJ1PZ-JQ,UC4arQnli3ffEuCSrSgAD_Ug,29,1.0825064,0.20676319301128387
UC1WkFVOCTPdY782AJ1PZ-JQ,UC7C5oRm6cGgbjJdPPEVeNMA,12,0.44463497,0.12187349051237106
UC1WkFVOCTPdY782AJ1PZ-JQ,UCAnUUkliBXa1z4QPGUK3ikQ,4,0.22245672,0.12958924472332
UC1WkFVOCTPdY782AJ1PZ-JQ,UCC5nGP6Jgl2NDLaW0mezJZw,3,0.10666667,0.12159118801355362
UC1YCT9S8BFkXMYfOn6x0sgg,UC1ZeXWYf1jTNNqBprKMxjrA,3,0.1079794,0.15776173770427704
UC1YCT9S8BFkXMYfOn6x0sgg,UC1rUV89a6t4kEI8-M8spNtA,3,0.14583333,0.2034696340560913
UC1YCT9S8BFkXMYfOn6x0sgg,UC1uLU_Ei6KTMddEwuCRgrwg,3,0.09906609,0.14631955325603485
UC1YCT9S8BFkXMYfOn6x0sgg,UC1uj19dZQXa17-SqNGpVNLw,3,0.09290384,0.12266676872968674
UC1YCT9S8BFkXMYfOn6x0sgg,UC283U3dPUk0RD-etygZJ11g,4,0.14437711,0.12103331089019775
UC1YCT9S8BFkXMYfOn6x0sgg,UC2AVtTOAnC89oOgwobq45mQ,4,0.11292851,0.15704242885112762
UC1YCT9S8BFkXMYfOn6x0sgg,UC2KOXsfA1rBg5eaBBL0DXTw,4,0.12953329,0.2339688092470169
UC1YCT9S8BFkXMYfOn6x0sgg,UC2L2dBbBWuexPgOE4IdGu2g,9,0.26804107,0.12855029106140137
UC1YCT9S8BFkXMYfOn6x0sgg,UC2M-72jG8rauIKm6OSUnZoA,5,0.16976392,0.20086164772510529
UC1YCT9S8BFkXMYfOn6x0sgg,UC2nDudMTSBoF9Td00yRS6_A,3,0.08828623,0.2128642350435257
UC1YCT9S8BFkXMYfOn6x0sgg,UC2sBUignRWMrKJtIztlq_VA,6,0.20096566,0.23780612647533417
UC1YCT9S8BFkXMYfOn6x0sgg,UC3N68KFMqDwacbD-WImpcvg,3,0.10683108,0.16361737251281738
UC1YCT9S8BFkXMYfOn6x0sgg,UC3vnXo3ZBJA0mDX8EVZDYmA,4,0.13610464,0.18283803761005402
UC1YCT9S8BFkXMYfOn6x0sgg,UC4MD5jBh5pebVjQCa_gGD-Q,3,0.10034176,0.22693268954753876
UC1YCT9S8BFkXMYfOn6x0sgg,UC5qdpFDdzySFubUaDgCDoHQ,6,0.20411867,0.17345954477787018
UC1YCT9S8BFkXMYfOn6x0sgg,UC7Pd7bhUlyU0KZcD7Muja_A,5,0.2003924,0.1704845428466797
UC1YCT9S8BFkXMYfOn6x0sgg,UC7VFKdb5_4Ik6_N1LG4eU_A,3,0.12164502,0.1422930806875229
UC1YCT9S8BFkXMYfOn6x0sgg,UC8LyhlRFzh7h_w_eP081rpA,3,0.11798941,0.19841891527175903
UC1YCT9S8BFkXMYfOn6x0sgg,UC9LOxIL5xd3_2FA6dPY15Qg,3,0.119877115,0.19051074981689453
UC1YCT9S8BFkXMYfOn6x0sgg,UCLBXMuDrNvZMXMGDc2EIIsA,3,0.11666666,0.24469752609729767
UC1ZnBCHfNVlHjmGu83SmofQ,UC9Lx-zRFGfpuls27tNAOIqA,3,0.25776398,0.6039566993713379
UC1_4Dgxm7gwcs7TPXPjcNwg,UC1uHbAbleaXjfegbmFV9TVQ,6,0.18432036,0.17984361946582794
UC1_4Dgxm7gwcs7TPXPjcNwg,UC28hcmMG3TJv60Byo528VVg,3,0.10700758,0.12019679695367813
UC1_4Dgxm7gwcs7TPXPjcNwg,UC2H9JFGicoq2me411QvDX5g,4,0.11204608,0.174515500664711
UC1_zDNVepGryK16CSOM42fg,UC1pSncDXYrP1c6VWDGIGcNg,5,0.14593732,0.22810235619544983
UC1_zDNVepGryK16CSOM42fg,UC2vQ-7IQJ75obTuTfDrpCyA,3,0.08958812,0.1715235561132431
UC1ahId_-0jdVG0zrgbEIAzQ,UC1xUVJIbbM-PV5W0Cci6zuA,4,0.118812695,0.13799811899662018
UC1ahId_-0jdVG0zrgbEIAzQ,UC2H9JFGicoq2me411QvDX5g,7,0.21405078,0.2506003677845001
UC1ahId_-0jdVG0zrgbEIAzQ,UC2LJKazqzQ-4ZFWPZFPLDSQ,4,0.119962126,0.12391706556081772
UC1ahId_-0jdVG0zrgbEIAzQ,UC2SNd1hfazwL1ixMsD91c4g,3,0.09607843,0.12032326310873032
UC1ahId_-0jdVG0zrgbEIAzQ,UC2l_FQ800uKs7TMYjay2Tsw,3,0.1004902,0.12287522107362747
UC1ahId_-0jdVG0zrgbEIAzQ,UC3GWUs1RZC2mHITfsGZLr8g,3,0.09168284,0.1264735460281372
UC1ahId_-0jdVG0zrgbEIAzQ,UC4G9FaiM7C4us3WL4jQdQ5A,4,0.1670062,0.13350526988506317
UC1ano3Qb1ORaTCWxdEQ0YTg,UC1pSncDXYrP1c6VWDGIGcNg,3,0.09559387,0.18639859557151794
UC1ano3Qb1ORaTCWxdEQ0YTg,UC1z_KW_4kppjwbRwpPdVnRg,3,0.09351054,0.17601144313812256
UC1ax6Oh62fiv2Q7L51bSvYQ,UC21f1t3X_sYMD28XclLNpUw,3,0.14722222,0.28847259283065796
UC1bLY6ldt_HTHE-kV3yqO3w,UC25f1FyMuKnMapFO5w98N_g,3,0.124850675,0.1457684338092804
UC1bLY6ldt_HTHE-kV3yqO3w,UC2_729TkAGJrT3iMWs-tndA,3,0.14876847,0.3039248287677765
UC1bLY6ldt_HTHE-kV3yqO3w,UC3GpbpDEr8mp3ZZ8DDO65fg,4,0.13152662,0.124179407954216
UC1bmnUH1ffc63zohkPvtXcQ,UC1bt4jsQi5JDW9tR-qaI4lg,9,0.33639133,0.1292266994714737
UC1bmnUH1ffc63zohkPvtXcQ,UC1nVq5-LTEdUVmr5FLfkd7A,11,0.37645257,0.12286350876092911
UC1bmnUH1ffc63zohkPvtXcQ,UC1nznQzS-aHtUaICqGy-4cg,5,0.17716517,0.12308909744024277
UC1bmnUH1ffc63zohkPvtXcQ,UC1oPBUWifc0QOOY8DEKhLuQ,13,0.5573188,0.1506325900554657
UC1bmnUH1ffc63zohkPvtXcQ,UC1sCMCM2yQqS3dggBcTbNSg,7,0.23139043,0.1324623078107834
UC1bmnUH1ffc63zohkPvtXcQ,UC1tk9F5-MGXEq4LWnjmrtpA,6,0.25916377,0.12027757614850998
